,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
1939,Presents the Incredible Adventures of Soul Villain & Friends In... Soultape,Lex Luthorz,Hip Hop,Porción De Amor,0.39799999999999996,0.542,119342,0.784,0.0,8,0.0421,-5.17,1,0.122,82.132,4,0.745,,5rjv1NHx12uXJc7YMce3VG,,,
1940,Cicatrices,Moreno,Hip Hop,La Sangre Derramada,0.257,0.655,237640,0.684,0.0,0,0.619,-6.992999999999999,1,0.161,148.064,4,0.6609999999999999,,5U6cNtzlUiupf8O0W8ZMFM,,,
1941,Lista de invitados,SFDK,Hip Hop,Blondapetit con Swan Fyahbwoy y Gordo Master,0.222,0.685,292093,0.8590000000000001,0.0,8,0.298,-2.59,0,0.284,87.37,4,0.816,Cool,2WRFhgz1Rvows7DKwE3Tod,Cool,-1.0,-1.0
1942,Un Camino Inestable,Darmo,Hip Hop,Fuego,0.391,0.667,212707,0.853,0.0,4,0.142,-6.631,1,0.168,89.01899999999999,4,0.779,,19HtigZxBuEuzBa9OupGbT,,,
1943,Lista de invitados,SFDK,Hip Hop,"Trabajos Suzios con Latex Diamond, Mitsuruggy y Trad Montana",0.0174,0.6890000000000001,239387,0.742,0.0,8,0.10300000000000001,-3.818,1,0.263,88.03299999999999,4,0.5539999999999999,,55mVVBg2sjDYYZaNcaZoGf,,,
1944,Lista de invitados,SFDK,Hip Hop,"Los Chicos Del Barrio con El Limite, Dementores, Ed Noise Y Pájaro",0.0252,0.556,268307,0.86,0.0,5,0.0833,-3.388,1,0.397,180.19799999999998,4,0.501,Cool,6PsMpSKH1wi6ys3zagOJ7R,Cool,-1.0,-1.0
1945,Carrie,Crew Cuervos,Hip Hop,El Justo,0.0127,0.6779999999999999,296667,0.8490000000000001,0.0,11,0.0712,-4.611000000000001,1,0.29,98.15299999999999,4,0.6709999999999999,Cool,43FSYb2nvf4yxlegSX8AKJ,Cool,-1.0,-1.0
1946,Carrie,Crew Cuervos,Hip Hop,Carrie,0.18600000000000003,0.711,321600,0.915,0.0,7,0.0893,-3.2439999999999998,1,0.35600000000000004,92.001,4,0.644,,3XUbguASvM3fbTM5jMCO1F,,,
1947,Carrie,Crew Cuervos,Hip Hop,Olvidados al amanecer,0.0361,0.665,321827,0.95,0.0,8,0.201,-4.309,0,0.273,95.17399999999999,4,0.8170000000000001,,3gzuveC6lKeC5TssxuwF0V,,,
1948,Galeria de Heroes,A3Bandas,Hip Hop,La Voz de Gaia,0.371,0.6579999999999999,108987,0.838,0.0,4,0.429,-3.63,0,0.37799999999999995,130.624,5,0.779,,5JgkCDaLYaiVCyVdOH5eIm,,,
1949,Carrie,Crew Cuervos,Hip Hop,Pide pide,0.0426,0.701,313840,0.8909999999999999,0.0,6,0.131,-4.957,1,0.33,95.119,4,0.818,,7KeX8EuF5qMp16KEPtZWtS,,,
1950,Nacen de la Bruma,Dogma Crew,Hip Hop,En la Pelea,0.266,0.667,315560,0.976,0.0,7,0.603,-3.9360000000000004,1,0.39799999999999996,94.855,4,0.7879999999999999,Defiant,2IKs9GcA12aWK7Tg1D6IWg,Defiant,2.0,-1.0
1951,De Malaga Hacia el Mundo,Little Pepe,Hip Hop,Tu Que Tienes,0.182,0.672,199813,0.789,0.0,1,0.10800000000000001,-6.598,1,0.335,166.248,4,0.705,,0TrxYW897nBqm5mFr2vNMu,,,
1952,De Malaga Hacia el Mundo,Little Pepe,Hip Hop,Son Veterans,0.374,0.787,223920,0.743,0.0,2,0.11599999999999999,-5.983,1,0.27699999999999997,177.872,4,0.7879999999999999,,4002kerQpBzALOVQ9g7i9W,,,
1953,Presents the Incredible Adventures of Soul Villain & Friends In... Soultape,Lex Luthorz,Hip Hop,Qué Más Quieres?,0.588,0.5820000000000001,201655,0.868,0.0,2,0.39899999999999997,-5.582000000000001,1,0.32,89.23299999999999,4,0.747,,4bzs6vvPmZMvZDcMLeBDdD,,,
1954,Parabellum,Xcese,Hip Hop,Veterano de Guerra Ft. Shabu & Mr.Rango,0.113,0.5710000000000001,224733,0.893,0.0,5,0.16899999999999998,-4.629,1,0.225,156.898,4,0.733,,4ZkBT6pmixkbDmWZ043u7A,,,
1955,Presents the Incredible Adventures of Soul Villain & Friends In... Soultape,Lex Luthorz,Hip Hop,Clap,0.239,0.6890000000000001,98274,0.9259999999999999,0.0,5,0.11,-5.19,0,0.33299999999999996,171.696,4,0.893,,44P2EMPzauhEl3TPb2pdM2,,,
1956,Boa 18,Little Pepe,Hip Hop,Biribay,0.158,0.644,242947,0.763,0.0,7,0.423,-7.388999999999999,0,0.18899999999999997,169.763,4,0.885,Cool,26hjDQif1QkFIBQDM42WR3,Cool,-1.0,-1.0
1957,Energia,Syla,Hip Hop,Adivina quien viene,0.20199999999999999,0.774,214880,0.818,0.0,10,0.612,-4.595,0,0.335,91.916,4,0.883,,1jJK96K46d9W0WPE3fareW,,,
1958,Un Tipo Cualquiera,ToteKing,Hip Hop,Un Año Más,0.19,0.716,196840,0.616,0.0,9,0.11699999999999999,-8.758,1,0.42100000000000004,91.01,4,0.735,,2RSTOpJDxbe2frfiar63t7,,,
1959,T.O.T.E.,ToteKing,Hip Hop,El Tendedero con Chico Ocaña,0.129,0.51,181280,0.813,0.0,6,0.0944,-5.874,1,0.306,107.78200000000001,5,0.569,,26eh5NE2HEonWfRMHfqTVo,,,
1960,El Lado Oscuro De Gandhi,ToteKing,Hip Hop,El Paseo,0.0395,0.591,250680,0.9079999999999999,0.0,7,0.212,-6.444,1,0.39899999999999997,174.21,4,0.62,,5mV3GJtdqBevGOYDDI7FZE,,,
1961,Entra el dragón,Jefe de la M.,Hip Hop,Ni retirada ni rendición,0.265,0.515,297619,0.912,0.0,10,0.636,-3.127,1,0.0892,91.02,4,0.7040000000000001,,0ctTKezQpXZ3DTymcK3l0K,,,
1962,The End,Kultama,Hip Hop,Ni Agradecío ni Pagao,0.0881,0.599,249067,0.945,0.0,1,0.0505,-4.226,1,0.16899999999999998,94.97200000000001,4,0.8059999999999999,Cool,1PiVOPAtqj0kJ35fDCNd3v,Cool,-1.0,-1.0
1963,La Octava Plaga,Dogma Crew,Hip Hop,El Francotirador,0.0856,0.669,314000,0.902,0.0,1,0.078,-3.318,0,0.303,90.06299999999999,4,0.6829999999999999,Defiant,0NBsmsDclKWuXmTZhxN40N,Defiant,2.0,-1.0
1964,Último Cigarro,Capaz,Hip Hop,Lo Que Pega Hoy,0.177,0.757,168013,0.713,0.0,2,0.163,-5.562,1,0.37,86.99600000000001,4,0.532,,0462AJFYNg1BhmWMONnVNp,,,
1965,¿Quién Si No?,Uno Más Uno,Hip Hop,Pistolas Y Mantequilla,0.405,0.8320000000000001,273573,0.7659999999999999,0.0,7,0.254,-5.805,1,0.267,95.98200000000001,4,0.816,,3BEEyoIWdJmo97YRaUbF3d,,,
1966,Mis Armas Favoritas,Legendario,Hip Hop,Si se Mueve Dispárale,0.0927,0.473,233827,0.903,0.0,11,0.237,-4.12,1,0.465,177.115,4,0.7040000000000001,,2V4G23myJXu5KCIVg9Djpj,,,
1967,¿Quién Si No?,Uno Más Uno,Hip Hop,Enfermos - Feat. Noult,0.32,0.493,293280,0.847,0.0,6,0.314,-5.718999999999999,1,0.375,93.089,4,0.8859999999999999,,7kxNvgcwuXVe8UkpvARpUa,,,
1968,Lista de invitados,SFDK,Hip Hop,"Digan Lo Que Quieran con Little Pepe, Jefe De La M e Ijah",0.205,0.7040000000000001,255853,0.8079999999999999,0.0,3,0.0817,-4.281000000000001,0,0.312,92.10600000000001,4,0.8270000000000001,Cool,3grQNuXTRvfC4IrvL8sjLs,Cool,-1.0,-1.0
1969,Galeria de Heroes,A3Bandas,Hip Hop,En Este Plan Venimos,0.172,0.5920000000000001,302253,0.903,0.0,6,0.444,-2.031,1,0.33399999999999996,97.01100000000001,4,0.586,Rowdy,47okDk24Ky0qlpRgsARU62,Rowdy,2.0,1.0
1970,Mejor Que El Silencio,Nach,Hip Hop,Tú,0.128,0.495,237387,0.941,0.0,6,0.0736,-3.3539999999999996,0,0.292,87.17200000000001,4,0.636,Cool,53zECwqcce5srLW2ga6hrp,Cool,-1.0,-1.0
1971,Mejor Que El Silencio,Nach,Hip Hop,Tres Siglas,0.34299999999999997,0.46299999999999997,230773,0.948,0.0,3,0.321,-4.251,1,0.32,163.428,4,0.825,Cool,0Hl4cNPs4ZYjgAy2Xyezbe,Cool,-1.0,-1.0
1972,Mejor Que El Silencio,Nach,Hip Hop,Pensando En Voz Alta,0.631,0.504,389827,0.946,0.0,9,0.18899999999999997,-4.456,0,0.311,86.865,4,0.802,Defiant,4fKU18UTzBxLzHCWKwAnB5,Defiant,2.0,-1.0
1973,Mejor Que El Silencio,Nach,Hip Hop,Ni Estabas Ni Estarás,0.526,0.649,213067,0.9490000000000001,0.0,9,0.10800000000000001,-5.061,1,0.361,91.796,4,0.484,,5IeBYfR8CpZXmBYlVTkscq,,,
1974,Mejor Que El Silencio,Nach,Hip Hop,Los Elegidos,0.0976,0.5589999999999999,248707,0.855,0.0,6,0.0985,-3.491,0,0.341,89.649,4,0.531,,78WYY5SohaFR1OMX9CzLty,,,
1975,Barna Files,Falsalarma,Hip Hop,Caution,0.305,0.653,271453,0.885,0.0,1,0.12300000000000001,-4.978,1,0.34299999999999997,186.12,4,0.711,,0ND3jp3258dzZfpTd4Iiaw,,,
1976,Triple XXX 4 Life,Triple XXX,Hip Hop,Sacando el Lion,0.0606,0.622,254458,0.633,0.0,0,0.47200000000000003,-5.188,0,0.275,83.009,4,0.226,,1OxhPEBDyAal0gkA2TLV1q,,,
1977,The End,Kultama,Hip Hop,Fuera,0.395,0.537,191800,0.953,0.0,4,0.134,-5.476,0,0.36,118.59899999999999,4,0.652,,2D7t3VapnYeQMSS1Zl7NNl,,,
1978,Estaba Escrito,Rayden,Hip Hop,El Pasajero,0.20600000000000002,0.802,157493,0.982,4.65e-06,1,0.0978,-3.925,1,0.264,100.08,4,0.647,,3XrSTX0AGuUQw8VWmaW4ev,,,
1979,Mal Ejemplo,Piezas y Jayder,Hip Hop,Aglomerado,0.185,0.7040000000000001,249609,0.748,0.0,1,0.307,-7.44,1,0.226,92.02600000000001,4,0.723,,7nuI4Dy4O25VBekTvA3nXX,,,
1980,Galeria de Heroes,A3Bandas,Hip Hop,Nocion del Tiempo,0.0167,0.7120000000000001,240800,0.777,0.0,10,0.0609,-2.81,0,0.255,98.805,4,0.29,,6Esv4QG7A19FqmUZoiKW0z,,,
1981,El Cuarto de las Ratas,A3Bandas,Hip Hop,Contrareloj,0.358,0.662,211893,0.963,0.0,11,0.893,-4.34,0,0.364,100.444,4,0.802,,4cbM6GQ6CP5m5nPwaCdxUe,,,
1982,Libertad Hambre,Hablando En Plata,Hip Hop,Whatcha Mouth,0.04,0.6,286480,0.828,2.94e-06,6,0.327,-4.58,0,0.324,176.06099999999998,4,0.789,,4ucvf6uQqhk8oMoMDRHy2m,,,
1983,Vuela Con Nosotros,Crew Cuervos,Hip Hop,Vuela Con Nosotros,0.0872,0.518,300000,0.946,0.0,10,0.401,-4.946000000000001,0,0.368,92.05799999999999,4,0.879,,2JZ29aGlT3YThZjv9B55h6,,,
1984,Sonido Campeon,Jotamayuscula y Supernafamacho (Mas Graves),Hip Hop,Vamos a volar - Supernafacho- Duddi Wallace,0.255,0.815,189453,0.473,0.0,7,0.156,-4.863,0,0.23800000000000002,95.006,4,0.873,,1aG5D5yPwLO7R7AYbq3nuR,,,
1985,Sonido Campeon,Jotamayuscula y Supernafamacho (Mas Graves),Hip Hop,Sonido campeon - Supernafacho- Swan Fyahbwoy,0.304,0.65,183027,0.8290000000000001,0.0,11,0.317,-4.636,0,0.43,126.186,5,0.841,,6DX6Csyay1FPDDNwcU4gnj,,,
1986,Triple XXX 4 Life,Triple XXX,Hip Hop,De Vuelta,0.168,0.8170000000000001,251650,0.948,0.0,0,0.29600000000000004,-3.697,1,0.0992,103.00399999999999,4,0.961,Cool,51HQnymyVGd4liZSkn5YLW,Cool,-1.0,-1.0
1987,Mal Ejemplo,Piezas y Jayder,Hip Hop,Mal Ejemplo,0.0829,0.41100000000000003,251094,0.746,0.0,7,0.322,-5.879,1,0.31,80.919,4,0.6629999999999999,,1WS9S015PH91aeSHJ3GrRT,,,
1988,De Cerebri Mortis,Duo Kie,Hip Hop,Kies in Tha Game,0.0382,0.738,234960,0.8390000000000001,0.0,7,0.24100000000000002,-5.858,1,0.304,94.882,4,0.522,,3uD36Fbijz1s5uxsTsvv4n,,,
1989,De Cerebri Mortis,Duo Kie,Hip Hop,Quien Se Apunta,0.257,0.728,199933,0.915,0.0,2,0.3,-5.664,1,0.284,105.04799999999999,4,0.6970000000000001,Defiant,2NAh9NEDDnvUsy8Rulskw2,Defiant,2.0,-1.0
1990,De Cerebri Mortis,Duo Kie,Hip Hop,Pon una Cifra,0.021,0.456,259813,0.85,0.0,0,0.0641,-5.747999999999999,1,0.38,175.65900000000002,4,0.715,,5KUNHdBWATIYNcAOxGDpqP,,,
1991,De Cerebri Mortis,Duo Kie,Hip Hop,"Un, dos",0.258,0.672,235333,0.965,0.0,9,0.324,-4.12,1,0.34700000000000003,99.74,4,0.747,,5jv2aqTg4ugSOIoJv5SYKo,,,
1992,De Cerebri Mortis,Duo Kie,Hip Hop,Pistolas de Agua,0.41200000000000003,0.698,212440,0.9059999999999999,1.36e-06,0,0.785,-4.815,1,0.212,102.23,4,0.7290000000000001,,7nCa6XNrhKL7q8b5kQGBeo,,,
1993,De Cerebri Mortis,Duo Kie,Hip Hop,El Ultimo Hombre Furioso,0.10300000000000001,0.613,199320,0.948,0.0,1,0.298,-4.114,0,0.28,82.51,4,0.816,,1eKL7SfKDLtegnrq4O4QkB,,,
1994,De Cerebri Mortis,Duo Kie,Hip Hop,Boom!!,0.336,0.527,239440,0.924,0.0,2,0.7240000000000001,-3.542,1,0.36700000000000005,200.205,4,0.7909999999999999,,2bH3KrlfiMryxdldecb9Td,,,
1995,De Cerebri Mortis,Duo Kie,Hip Hop,Rapzilla,0.257,0.688,252360,0.958,0.0,11,0.927,-4.504,0,0.285,86.39,4,0.642,,0R1npMyVGhsBwGdvmsCP1G,,,
1996,De Cerebri Mortis,Duo Kie,Hip Hop,La Vida a Ras de Suelo,0.265,0.713,174707,0.91,0.0,4,0.88,-5.365,0,0.29600000000000004,92.947,4,0.826,,0eYOPoYbIr6upGlpvJYaBj,,,
1997,Orgullo,Duo Kie,Hip Hop,¿Quién Va a Pararnos Ahora?,0.0728,0.636,236707,0.9159999999999999,0.0,7,0.342,-4.603,1,0.42200000000000004,91.919,4,0.33799999999999997,,2P130BYT53GnhYDkHrN4G1,,,
1998,Lista de invitados,SFDK,Hip Hop,Mision Buscar y Destruir con Duo Kie Y El Chojin,0.0432,0.73,172373,0.945,0.0,2,0.13699999999999998,-4.495,1,0.163,136.999,4,0.818,,7oPB0w4gq0hAf9naMT982g,,,
1999,21 Centimetros,Duo Kie,Hip Hop,Aryutokintumi,0.29100000000000004,0.6559999999999999,235267,0.946,0.00221,9,0.16399999999999998,-5.811,0,0.331,173.602,4,0.602,,7jyxoeBqFISzEbr6r8cMlI,,,
2000,21 Centimetros,Duo Kie,Hip Hop,Nosotros Lo Hicimos,0.122,0.726,253187,0.932,0.0,1,0.322,-3.125,1,0.209,90.917,4,0.885,Defiant,65mRD6goKQX50reMDICnEx,Defiant,2.0,-1.0
2001,21 Centimetros,Duo Kie,Hip Hop,Vamos Todos a Morir Aqui Dentro,0.0324,0.754,192853,0.622,0.0,7,0.36,-6.504,1,0.315,98.931,4,0.43799999999999994,Cool,0bJ4T1CGd4V4dchurLfKbV,Cool,-1.0,-1.0
2002,Bomba Relógio,Duo Kie,Hip Hop,Homer Simpson,0.39399999999999996,0.847,175900,0.858,0.0,6,0.0492,-7.945,0,0.314,104.838,4,0.9420000000000001,Defiant,2j3q1tNThMSstL8F0PN21r,Defiant,2.0,-1.0
2003,21 Centimetros,Duo Kie,Hip Hop,Cualquiera Puede Tener un Mal Dia,0.20600000000000002,0.6779999999999999,255973,0.953,0.0,11,0.278,-4.618,0,0.445,89.88799999999999,4,0.679,Cool,06y6S7rDvikbaFiPiNFa3A,Cool,-1.0,-1.0
2004,21 Centimetros,Duo Kie,Hip Hop,Dios Me Odia,0.172,0.7340000000000001,225800,0.8270000000000001,0.0,4,0.183,-4.458,0,0.293,93.036,4,0.746,Defiant,6E6jJv9RGqlyGAaSkbZRZe,Defiant,2.0,-1.0
2005,Mal Ejemplo,Piezas y Jayder,Hip Hop,Espera Tras la Línea,0.0007099999999999999,0.65,229169,0.7140000000000001,8.88e-06,6,0.17300000000000001,-6.837000000000001,0,0.161,89.823,4,0.39299999999999996,Defiant,15bj3k1EFKmQFW65OBIR98,Defiant,2.0,-1.0
2006,Marionetas,Isusko&sbrv,Hip Hop,Me Has Jodido el Día,0.153,0.644,255479,0.9890000000000001,0.0,6,0.10099999999999999,-3.0810000000000004,0,0.273,89.432,4,0.945,Defiant,4d49xL1EK220P8qWw4FnCS,Defiant,2.0,-1.0
2007,Los Raperos Nunca Mueren,Shotta,Hip Hop,Estaba Loca,0.17800000000000002,0.621,220827,0.977,0.0,2,0.198,-3.0639999999999996,1,0.249,98.384,4,0.8140000000000001,Defiant,501wNDrmMNNuR7i4BkgPnQ,Defiant,2.0,-1.0
2008,The End,Kultama,Hip Hop,Raíces,0.145,0.731,211987,0.735,0.0,10,0.0638,-4.956,0,0.19,93.855,4,0.7979999999999999,Sensual,6KY90gnIK0rNAnMKHqLRUC,Sensual,0.0,0.0
2009,Mejor Que El Silencio,Nach,Hip Hop,Hambre De Victoria,0.45299999999999996,0.611,159013,0.909,0.0,11,0.126,-6.37,0,0.282,86.755,4,0.153,Fiery,1bnj5APlJpy46DDgJD718P,Fiery,1.0,0.0
2010,Lista de invitados,SFDK,Hip Hop,Lsd con Kultama,0.106,0.7140000000000001,241347,0.6990000000000001,0.0,5,0.318,-6.42,0,0.273,93.12,4,0.758,Cool,5JpSG4HPccviXoGAPkXzgE,Cool,-1.0,-1.0
2011,Lista de invitados,SFDK,Hip Hop,Cuando Todo Acabe con El Chojin - colabora Jefe De La M,0.251,0.6920000000000001,295800,0.86,0.0,5,0.698,-3.928,0,0.435,93.95700000000001,4,0.7490000000000001,Cool,0wZerLqhNKPlOBozNdztEh,Cool,-1.0,-1.0
2012,Ley de Vida,Falsalarma,Hip Hop,Fieles Con Lo Vivido,0.0986,0.7979999999999999,332840,0.82,4.71e-06,4,0.0901,-5.431,0,0.258,93.014,4,0.889,,3h2ga3xeFDwm0bvY0TZKXh,,,
2013,Dramatica,Falsalarma,Hip Hop,¡A La Voz De Ya!,0.0532,0.7290000000000001,333493,0.5579999999999999,1.58e-06,9,0.129,-5.297999999999999,0,0.292,90.042,4,0.494,Cool,2ekK94k4zQaWMWrcAkYeDA,Cool,-1.0,-1.0
2014,Dramatica,Falsalarma,Hip Hop,Full Time,0.00864,0.48100000000000004,270573,0.748,0.133,1,0.6679999999999999,-5.296,1,0.124,138.043,3,0.478,Cool,2NhRKw6ZiBKI8yNImCw8qV,Cool,-1.0,-1.0
2015,La Misiva (Edicion Especial),Falsalarma,Hip Hop,El Santo,0.564,0.615,304387,0.903,0.0,10,0.33299999999999996,-4.363,0,0.28800000000000003,93.677,4,0.898,Cool,7LA0vf5g3mCi6cbjRJXdWO,Cool,-1.0,-1.0
2016,He Tenido un Sueño,ZPU,Hip Hop,Anatomía,0.141,0.615,198240,0.8959999999999999,0.0,11,0.23800000000000002,-3.69,0,0.244,93.156,4,0.961,Cool,41ShTvC64eYNUmyxhsrx4q,Cool,-1.0,-1.0
2017,Genios,Violadores Del Verso,Hip Hop,Maximo Exponente,0.0715,0.701,256973,0.774,0.0,10,0.327,-4.986000000000001,1,0.289,88.677,4,0.348,Cool,33jAjpO5Gu4rOSkkeLkekb,Cool,-1.0,-1.0
2018,No tienes ni idea de que van,La Extraña Pareja,Hip Hop,Cierra la boca Feat El Artefuckto,0.0991,0.6990000000000001,230063,0.883,0.0,11,0.0915,-4.152,0,0.27899999999999997,93.975,4,0.546,,38ycqwoi8JjVjTgFR97BkL,,,
2019,12 Días,Freshmakers,Hip Hop,Colors Con Strange Fruit Project,0.0406,0.425,281307,0.815,0.0,6,0.28,-6.017,1,0.32299999999999995,176.248,4,0.648,Cool,0phOydtIrwv6pLUYbfW7lq,Cool,-1.0,-1.0
2020,Meid in Espein,Hazhe con Sharif,Hip Hop,Carta A Un Amigo,0.534,0.679,256413,0.731,0.0,6,0.233,-7.547999999999999,1,0.198,89.815,4,0.9440000000000001,Cool,7hDbph6igag1w2esQ8mOCd,Cool,-1.0,-1.0
2021,Computer Rock,Arufe Vs Judah,Hip Hop,Bubble Gum,0.0555,0.8079999999999999,130926,0.7290000000000001,3.47e-06,10,0.0689,-6.6610000000000005,1,0.188,152.002,4,0.755,,7cn706fqRka5i5rimId8JF,,,
2022,Vidalogia,Tremendo,Hip Hop,El Loco Soy Yo,0.13,0.7659999999999999,255027,0.752,0.0,1,0.22,-5.178,1,0.396,93.115,4,0.852,Cool,6DzRNPOs8UUQoZlyHl2rQ9,Cool,-1.0,-1.0
2023,90 Kilos,FRANK T,Hip Hop,"L cojo, l negro y l gitano",0.155,0.657,317867,0.894,0.0,2,0.342,-4.348,1,0.266,97.68700000000001,4,0.78,Defiant,56lfVAZdp5ueTxZvq6k2yQ,Defiant,2.0,-1.0
2024,Presents the Incredible Adventures of Soul Villain & Friends In... Soultape,Lex Luthorz,Hip Hop,Dime Por Qué,0.6409999999999999,0.35100000000000003,112547,0.7290000000000001,0.0,10,0.0593,-5.515,0,0.1,145.936,3,0.8540000000000001,Cool,29x5WDG9J4DJs5R2GeLwWE,Cool,-1.0,-1.0
2025,Soy Una Tostadora,FRANK T,Hip Hop,Humor negro,0.213,0.479,171680,0.9359999999999999,0.0,6,0.133,-3.944,1,0.31,95.31200000000001,4,0.8079999999999999,,1WkWmJUdtfaB2imphX6iMK,,,
2026,La banda sonora de nuestras vidas,Artes,Hip Hop,El par,0.22399999999999998,0.622,170133,0.93,0.0,11,0.266,-4.091,1,0.342,95.90299999999999,4,0.8140000000000001,Energizing,2RCsrojJn0hBsmIO36tmha,Energizing,2.0,0.0
2027,La banda sonora de nuestras vidas,Artes,Hip Hop,Les rompo el cuello,0.0711,0.507,181627,0.975,0.0,6,0.34299999999999997,-1.775,1,0.344,98.134,4,0.956,Defiant,6vCwaJBMzFf4w1wJ6GzoPE,Defiant,2.0,-1.0
2028,La banda sonora de nuestras vidas,Artes,Hip Hop,La banda sonora de nuestras vidas,0.302,0.614,200067,0.903,0.0,6,0.643,-3.036,1,0.327,97.59,4,0.655,Defiant,2tqKs4PJ8IeBrhl44tczE5,Defiant,2.0,-1.0
2029,A,Artes,Hip Hop,Feos,0.179,0.626,207648,0.812,0.0,9,0.708,-4.13,0,0.273,98.16,4,0.629,Cool,3aRzZ9W65MH4YcrnAx5wcn,Cool,-1.0,-1.0
2030,Mal Ejemplo,Piezas y Jayder,Hip Hop,Artículo de Opinión,0.131,0.737,209000,0.805,0.0,1,0.657,-4.641,1,0.332,94.00200000000001,4,0.462,Defiant,5lF4PInhFVqSd1x4doZjRK,Defiant,2.0,-1.0
2031,Mal Ejemplo,Piezas y Jayder,Hip Hop,Constanza,0.17600000000000002,0.669,265152,0.773,0.0,2,0.0415,-7.572,1,0.332,96.415,4,0.73,Defiant,7DERos438ukjsCQuhfXGkl,Defiant,2.0,-1.0
2032,Marionetas,Isusko&sbrv,Hip Hop,Grandes Magnitudes,0.0393,0.514,245421,0.992,0.0,4,0.281,-3.872,0,0.41600000000000004,200.016,4,0.655,Defiant,2jt6XkLCtAposx0bnEum9x,Defiant,2.0,-1.0
2033,Phoenix,Subsuelo,Hip Hop,Demagogia,0.27899999999999997,0.41,225880,0.932,0.0,7,0.37799999999999995,-6.426,1,0.408,96.883,4,0.785,Cool,50OYjHxtup297Pk9A6HxX5,Cool,-1.0,-1.0
2034,La Semilla,Bajo Minimos,Hip Hop,El Diccionario Del Diablo,0.177,0.486,308587,0.9279999999999999,0.0,2,0.0788,-7.272,1,0.521,188.075,4,0.596,Cool,2yrgXzdO5grZGOrNMlSz94,Cool,-1.0,-1.0
2035,Boomerang,CosaFina,Hip Hop,Mi gente pedalea ft. Iman & Kultama,0.163,0.547,234483,0.779,0.0,4,0.071,-4.7330000000000005,0,0.166,86.848,4,0.838,Rowdy,1bgopAIJqX0yc69cEywMZs,Rowdy,2.0,1.0
2036,Boomerang,CosaFina,Hip Hop,ConFort,0.0766,0.522,202326,0.8029999999999999,0.0,5,0.309,-3.6439999999999997,0,0.036000000000000004,85.92200000000001,4,0.736,,4uW7XUccTah9ErNa4sl6ls,,,
2037,Boomerang,CosaFina,Hip Hop,Bestias ft. Chojin & Zoen,0.261,0.622,317931,0.9359999999999999,0.0,6,0.368,-4.003,0,0.23199999999999998,87.025,4,0.8640000000000001,,19Znb3AIRrVVJXMfnz6n4w,,,
2038,Humanose,Dios Ke Te Crew,Hip Hop,Berra!,0.0316,0.6990000000000001,239133,0.9740000000000001,0.0,1,0.588,-3.383,1,0.265,103.12100000000001,4,0.785,Defiant,6BgOcjx1rrl2BVVC6LBWaA,Defiant,2.0,-1.0
2039,Esskeetit,Lil Pump,Hip Hop,Esskeetit,0.022000000000000002,0.932,181714,0.506,0.0,11,0.0933,-7.755,1,0.161,139.974,4,0.696,,44KKhCyI0BGS6LvVyDqJtH,,,
2040,My Moment,Tee Grizzley,Hip Hop,First Day Out,0.171,0.5870000000000001,254694,0.711,0.0,1,0.125,-6.33,1,0.42,98.008,4,0.381,Defiant,3muBQDekYAg7jm6hDu6R0Z,Defiant,2.0,-1.0
2041,Hear No Evil,Young Thug,Hip Hop,Anybody (feat. Nicki Minaj),0.0381,0.9009999999999999,254947,0.47200000000000003,0.0,11,0.11,-8.416,0,0.19399999999999998,120.0,4,0.479,,5I30ByMf5nhgbSokY1EZiN,,,
2042,Made In China,Higher Brothers,Hip Hop,Made In China,0.0039700000000000004,0.79,171733,0.779,0.000155,1,0.159,-2.642,1,0.0416,150.115,4,0.228,Defiant,1qowUCis8gYY9KOMuy8fCi,Defiant,2.0,-1.0
2043,Yes Lawd!,NxWorries,Hip Hop,Suede,0.45899999999999996,0.669,174867,0.735,0.0,10,0.10300000000000001,-7.263999999999999,1,0.32899999999999996,117.28399999999999,4,0.723,Sensual,4F07ku5lMBIoybFPStM2j4,Sensual,0.0,0.0
2044,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),Mike WiLL Made-It,Hip Hop,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),0.128,0.871,273087,0.552,0.0,4,0.272,-4.953,0,0.0509,141.97299999999998,4,0.27,,5NkfVQS8BkceRgoSQwcW6H,,,
2045,Drip (feat. Migos),Cardi B,Hip Hop,Drip (feat. Migos),0.0511,0.968,263721,0.59,0.0,11,0.0792,-7.8260000000000005,1,0.259,129.983,4,0.265,,7jpdFaZYgx93A67hLe8kwc,,,
2046,Do Not Disturb,Smokepurpp,Hip Hop,Do Not Disturb,0.203,0.878,157557,0.647,0.00185,10,0.335,-4.566,0,0.0659,131.02700000000002,4,0.212,,6Ew9OKNC9uoL6xJSii8whk,,,
2047,Shades,LevyGrey,Hip Hop,For Me,0.0446,0.564,203781,0.47100000000000003,3.78e-05,11,0.114,-9.27,0,0.109,152.19899999999998,4,0.16899999999999998,Energizing,2YEDAdcmfYnefC86dasHks,Energizing,2.0,0.0
